shipment_id,order_id,dispatch_center_id,carrier_id,dispatch_date,shipped_date,promised_delivery_date,actual_delivery_date,delivery_status,delivery_days,delay_days
310,310,4,2,2024-03-20,2024-03-20,2024-03-22,,Cancelled,0,0
311,311,1,4,2024-03-07,2024-03-07,2024-03-08,2024-03-08,On-Time,1,0
312,312,6,5,2024-02-23,2024-02-23,2024-02-28,2024-02-28,On-Time,5,0
313,313,2,1,2024-03-25,2024-03-25,2024-03-28,2024-03-28,On-Time,3,0
314,314,5,5,2024-01-12,2024-01-12,2024-01-16,2024-01-16,On-Time,4,0
315,315,7,5,2024-03-11,2024-03-11,2024-03-15,2024-03-15,On-Time,4,0
316,316,7,2,2024-02-14,2024-02-14,2024-02-15,2024-02-15,On-Time,1,0
317,317,3,1,2024-02-17,2024-02-17,2024-02-20,2024-02-20,On-Time,3,0
318,318,6,5,2024-02-05,2024-02-05,2024-02-10,2024-02-10,On-Time,5,0
319,319,4,1,2024-02-16,2024-02-16,2024-02-19,2024-02-19,On-Time,3,0
320,320,7,2,2024-01-05,2024-01-05,2024-01-07,2024-01-07,On-Time,2,0
321,321,7,2,2024-03-26,2024-03-26,2024-03-28,2024-03-30,Delayed,4,2
322,322,1,2,2024-03-27,2024-03-27,2024-03-29,2024-03-29,On-Time,2,0
323,323,6,2,2024-03-06,2024-03-06,2024-03-07,2024-03-07,On-Time,1,0
324,324,1,3,2024-02-10,2024-02-10,2024-02-13,2024-02-13,On-Time,3,0
325,325,1,5,2024-02-09,2024-02-09,2024-02-14,2024-02-14,On-Time,5,0
326,326,3,1,2024-02-14,2024-02-14,2024-02-16,2024-02-16,On-Time,2,0
327,327,7,1,2024-03-16,2024-03-16,2024-03-18,2024-03-18,On-Time,2,0
328,328,7,5,2024-01-19,2024-01-19,2024-01-24,2024-01-24,On-Time,5,0
329,329,8,2,2024-01-25,2024-01-25,2024-01-27,2024-01-27,On-Time,2,0
330,330,1,4,2024-03-29,2024-03-29,2024-03-31,2024-04-02,Delayed,4,2
331,331,7,2,2024-02-08,2024-02-08,2024-02-10,2024-02-10,On-Time,2,0
332,332,2,2,2024-02-22,2024-02-22,2024-02-24,2024-02-24,On-Time,2,0
333,333,1,1,2024-03-29,2024-03-29,2024-04-01,2024-04-01,On-Time,3,0
334,334,5,2,2024-02-18,2024-02-18,2024-02-20,2024-02-20,On-Time,2,0
335,335,8,5,2024-02-27,2024-02-27,2024-03-02,2024-03-02,On-Time,4,0
336,336,8,3,2024-02-07,2024-02-07,2024-02-11,2024-02-11,On-Time,4,0
337,337,2,1,2024-02-06,2024-02-06,2024-02-08,2024-02-08,On-Time,2,0
338,338,2,3,2024-02-11,2024-02-11,2024-02-14,2024-02-14,On-Time,3,0
339,339,8,5,2024-01-03,2024-01-03,2024-01-07,2024-01-09,Delayed,6,2
340,340,1,1,2024-02-04,2024-02-04,2024-02-06,2024-02-06,On-Time,2,0
341,341,5,1,2024-02-16,2024-02-16,2024-02-19,2024-02-19,On-Time,3,0
342,342,1,2,2024-01-08,2024-01-08,2024-01-09,2024-01-12,Delayed,4,3
343,343,7,2,2024-01-17,2024-01-17,2024-01-19,2024-01-22,Delayed,5,3
344,344,8,1,2024-03-11,2024-03-11,2024-03-14,2024-03-14,On-Time,3,0
345,345,4,3,2024-02-16,2024-02-16,2024-02-20,2024-02-20,On-Time,4,0
346,346,1,5,2024-01-24,2024-01-24,2024-01-29,2024-01-31,Delayed,7,2
347,347,4,4,2024-01-21,2024-01-21,2024-01-23,2024-01-25,Delayed,4,2
348,348,6,4,2024-01-31,2024-01-31,2024-02-02,2024-02-02,On-Time,2,0
349,349,4,2,2024-01-25,2024-01-25,2024-01-26,2024-01-26,On-Time,1,0
350,350,3,5,2024-01-17,2024-01-17,2024-01-21,2024-01-21,On-Time,4,0
351,351,4,2,2024-03-10,2024-03-10,2024-03-12,2024-03-12,On-Time,2,0
352,352,3,1,2024-01-19,2024-01-19,2024-01-22,2024-01-22,On-Time,3,0
353,353,1,1,2024-03-11,2024-03-11,2024-03-14,2024-03-14,On-Time,3,0
354,354,5,4,2024-01-12,2024-01-12,2024-01-14,2024-01-14,On-Time,2,0
355,355,6,3,2024-01-06,2024-01-06,2024-01-09,2024-01-09,On-Time,3,0
356,356,8,5,2024-03-11,2024-03-11,2024-03-16,2024-03-16,On-Time,5,0
357,357,7,5,2024-03-19,2024-03-19,2024-03-23,2024-03-23,On-Time,4,0
358,358,4,5,2024-02-06,2024-02-06,2024-02-10,2024-02-10,On-Time,4,0
359,359,3,5,2024-02-23,2024-02-23,2024-02-28,2024-02-28,On-Time,5,0
360,360,4,3,2024-01-18,2024-01-18,2024-01-21,2024-01-21,On-Time,3,0
361,361,1,2,2024-03-09,2024-03-09,2024-03-10,2024-03-10,On-Time,1,0
362,362,8,5,2024-02-24,2024-02-24,2024-02-28,2024-02-28,On-Time,4,0
363,363,4,2,2024-02-21,2024-02-21,2024-02-22,2024-02-22,On-Time,1,0
364,364,1,3,2024-02-08,2024-02-08,2024-02-12,2024-02-12,On-Time,4,0
365,365,1,1,2024-03-09,2024-03-09,2024-03-11,2024-03-11,On-Time,2,0
366,366,8,5,2024-02-02,2024-02-02,2024-02-06,2024-02-06,On-Time,4,0
367,367,5,5,2024-01-20,2024-01-20,2024-01-25,2024-01-25,On-Time,5,0
368,368,5,1,2024-03-06,2024-03-06,2024-03-08,2024-03-08,On-Time,2,0
369,369,3,1,2024-02-23,2024-02-23,2024-02-26,2024-02-26,On-Time,3,0
370,370,3,4,2024-01-03,2024-01-03,2024-01-05,2024-01-05,On-Time,2,0
371,371,7,1,2024-01-20,2024-01-20,2024-01-22,2024-01-22,On-Time,2,0
372,372,3,1,2024-03-17,2024-03-17,2024-03-20,2024-03-20,On-Time,3,0
373,373,5,3,2024-01-06,2024-01-06,2024-01-10,2024-01-10,On-Time,4,0
374,374,4,1,2024-02-26,2024-02-26,2024-02-29,2024-02-29,On-Time,3,0
375,375,5,4,2024-02-17,2024-02-17,2024-02-19,2024-02-19,On-Time,2,0
376,376,8,5,2024-02-03,2024-02-03,2024-02-08,2024-02-08,On-Time,5,0
377,377,2,5,2024-03-22,2024-03-22,2024-03-26,2024-03-26,On-Time,4,0
378,378,7,4,2024-03-09,2024-03-09,2024-03-11,2024-03-11,On-Time,2,0
379,379,3,4,2024-03-15,2024-03-15,2024-03-16,2024-03-16,On-Time,1,0
380,380,6,1,2024-02-20,2024-02-20,2024-02-22,2024-02-22,On-Time,2,0
381,381,4,2,2024-02-02,2024-02-02,2024-02-04,2024-02-06,Delayed,4,2
382,382,6,2,2024-02-23,2024-02-23,2024-02-24,2024-02-24,On-Time,1,0
383,383,3,5,2024-03-24,2024-03-24,2024-03-29,2024-03-29,On-Time,5,0
384,384,1,1,2024-01-19,2024-01-19,2024-01-22,2024-01-22,On-Time,3,0
385,385,6,1,2024-01-21,2024-01-21,2024-01-23,2024-01-23,On-Time,2,0
386,386,2,2,2024-01-04,2024-01-04,2024-01-05,2024-01-05,On-Time,1,0
387,387,8,1,2024-02-05,2024-02-05,2024-02-08,2024-02-08,On-Time,3,0
388,388,7,5,2024-02-26,2024-02-26,2024-03-02,2024-03-04,Delayed,7,2
389,389,5,3,2024-01-08,2024-01-08,2024-01-12,2024-01-12,On-Time,4,0
390,390,8,4,2024-03-25,2024-03-25,2024-03-26,2024-03-26,On-Time,1,0
391,391,6,1,2024-01-19,2024-01-19,2024-01-22,2024-01-22,On-Time,3,0
392,392,1,1,2024-01-22,2024-01-22,2024-01-25,2024-01-25,On-Time,3,0
393,393,1,4,2024-02-16,2024-02-16,2024-02-18,,Cancelled,0,0
394,394,7,2,2024-01-24,2024-01-24,2024-01-25,2024-01-25,On-Time,1,0
395,395,5,5,2024-01-30,2024-01-30,2024-02-03,2024-02-07,Delayed,8,4
396,396,4,2,2024-02-27,2024-02-27,2024-02-28,2024-02-28,On-Time,1,0
397,397,5,1,2024-01-03,2024-01-03,2024-01-06,2024-01-06,On-Time,3,0
398,398,1,5,2024-02-14,2024-02-14,2024-02-19,2024-02-19,On-Time,5,0
399,399,7,4,2024-02-23,2024-02-23,2024-02-25,2024-02-25,On-Time,2,0
400,400,8,1,2024-02-02,2024-02-02,2024-02-04,2024-02-04,On-Time,2,0
401,401,5,3,2024-01-26,2024-01-26,2024-01-29,2024-01-29,On-Time,3,0
402,402,1,4,2024-03-08,2024-03-08,2024-03-10,2024-03-10,On-Time,2,0
403,403,2,3,2024-03-19,2024-03-19,2024-03-23,2024-03-23,On-Time,4,0
404,404,2,3,2024-02-27,2024-02-27,2024-03-01,2024-03-01,On-Time,3,0
405,405,5,4,2024-02-15,2024-02-15,2024-02-17,2024-02-17,On-Time,2,0
406,406,6,1,2024-01-27,2024-01-27,2024-01-30,2024-01-30,On-Time,3,0
407,407,1,2,2024-03-05,2024-03-05,2024-03-07,2024-03-07,On-Time,2,0
408,408,2,3,2024-03-24,2024-03-24,2024-03-28,2024-03-28,On-Time,4,0
409,409,4,2,2024-02-20,2024-02-20,2024-02-21,2024-02-21,On-Time,1,0
410,410,1,2,2024-02-03,2024-02-03,2024-02-05,2024-02-05,On-Time,2,0
411,411,2,3,2024-03-16,2024-03-16,2024-03-19,2024-03-19,On-Time,3,0
412,412,2,5,2024-02-12,2024-02-12,2024-02-17,2024-02-17,On-Time,5,0
413,413,8,3,2024-03-29,2024-03-29,2024-04-02,2024-04-02,On-Time,4,0
414,414,3,1,2024-01-04,2024-01-04,2024-01-07,2024-01-07,On-Time,3,0
415,415,1,5,2024-03-03,2024-03-03,2024-03-08,2024-03-08,On-Time,5,0
416,416,8,2,2024-01-28,2024-01-28,2024-01-30,2024-01-30,On-Time,2,0
417,417,1,3,2024-03-09,2024-03-09,2024-03-13,2024-03-16,Delayed,7,3
418,418,2,4,2024-03-31,2024-03-31,2024-04-02,2024-04-02,On-Time,2,0
419,419,8,5,2024-03-10,2024-03-10,2024-03-14,2024-03-14,On-Time,4,0
420,420,6,5,2024-03-11,2024-03-11,2024-03-15,2024-03-15,On-Time,4,0
421,421,1,1,2024-03-21,2024-03-21,2024-03-23,2024-03-23,On-Time,2,0
422,422,4,5,2024-01-02,2024-01-02,2024-01-07,2024-01-09,Delayed,7,2
423,423,1,4,2024-01-16,2024-01-16,2024-01-18,2024-01-18,On-Time,2,0
424,424,3,4,2024-03-21,2024-03-21,2024-03-22,2024-03-22,On-Time,1,0
425,425,1,3,2024-01-02,2024-01-02,2024-01-06,2024-01-06,On-Time,4,0
426,426,1,1,2024-01-25,2024-01-25,2024-01-27,2024-01-27,On-Time,2,0
427,427,1,3,2024-01-13,2024-01-13,2024-01-17,2024-01-17,On-Time,4,0
428,428,1,5,2024-03-28,2024-03-28,2024-04-01,2024-04-01,On-Time,4,0
429,429,2,1,2024-01-14,2024-01-14,2024-01-16,2024-01-18,Delayed,4,2
430,430,2,5,2024-01-10,2024-01-10,2024-01-15,2024-01-15,On-Time,5,0
431,431,1,3,2024-03-15,2024-03-15,2024-03-19,,Cancelled,0,0
432,432,1,3,2024-03-13,2024-03-13,2024-03-16,2024-03-16,On-Time,3,0
433,433,1,1,2024-03-02,2024-03-02,2024-03-04,2024-03-04,On-Time,2,0
434,434,3,5,2024-01-25,2024-01-25,2024-01-30,2024-01-30,On-Time,5,0
435,435,6,2,2024-03-01,2024-03-01,2024-03-03,2024-03-03,On-Time,2,0
436,436,2,3,2024-01-15,2024-01-15,2024-01-18,2024-01-18,On-Time,3,0
437,437,1,5,2024-03-15,2024-03-15,2024-03-19,2024-03-19,On-Time,4,0
438,438,6,1,2024-01-28,2024-01-28,2024-01-30,2024-02-01,Delayed,4,2
439,439,1,3,2024-03-24,2024-03-24,2024-03-28,2024-03-28,On-Time,4,0
440,440,7,1,2024-01-02,2024-01-02,2024-01-05,2024-01-05,On-Time,3,0
441,441,8,2,2024-01-21,2024-01-21,2024-01-23,2024-01-24,Delayed,3,1
442,442,6,5,2024-01-16,2024-01-16,2024-01-20,2024-01-20,On-Time,4,0
443,443,7,5,2024-01-26,2024-01-26,2024-01-31,2024-01-31,On-Time,5,0
444,444,4,5,2024-01-05,2024-01-05,2024-01-09,2024-01-09,On-Time,4,0
445,445,7,1,2024-01-18,2024-01-18,2024-01-21,2024-01-21,On-Time,3,0
446,446,1,3,2024-03-05,2024-03-05,2024-03-09,2024-03-09,On-Time,4,0
447,447,3,1,2024-02-10,2024-02-10,2024-02-13,2024-02-13,On-Time,3,0
448,448,3,4,2024-01-22,2024-01-22,2024-01-24,2024-01-24,On-Time,2,0
449,449,8,2,2024-01-18,2024-01-18,2024-01-20,2024-01-20,On-Time,2,0
450,450,8,3,2024-01-18,2024-01-18,2024-01-21,2024-01-21,On-Time,3,0
451,451,1,3,2024-03-29,2024-03-29,2024-04-01,2024-04-01,On-Time,3,0
452,452,5,1,2024-03-01,2024-03-01,2024-03-04,2024-03-08,Delayed,7,4
453,453,8,4,2024-01-13,2024-01-13,2024-01-15,2024-01-15,On-Time,2,0
454,454,5,2,2024-02-14,2024-02-14,2024-02-16,2024-02-16,On-Time,2,0
455,455,1,1,2024-02-17,2024-02-17,2024-02-20,2024-02-20,On-Time,3,0
456,456,4,5,2024-03-19,2024-03-19,2024-03-23,2024-03-23,On-Time,4,0
457,457,4,4,2024-02-21,2024-02-21,2024-02-23,2024-02-26,Delayed,5,3
458,458,7,4,2024-03-22,2024-03-22,2024-03-24,2024-03-24,On-Time,2,0
459,459,7,5,2024-02-04,2024-02-04,2024-02-09,2024-02-09,On-Time,5,0
460,460,1,5,2024-01-08,2024-01-08,2024-01-12,2024-01-12,On-Time,4,0
461,461,8,1,2024-03-29,2024-03-29,2024-04-01,2024-04-01,On-Time,3,0
462,462,6,5,2024-02-05,2024-02-05,2024-02-10,,Cancelled,0,0
463,463,3,2,2024-01-04,2024-01-04,2024-01-05,2024-01-09,Delayed,5,4
464,464,8,1,2024-01-09,2024-01-09,2024-01-12,2024-01-12,On-Time,3,0
465,465,1,5,2024-01-12,2024-01-12,2024-01-17,2024-01-17,On-Time,5,0
466,466,7,5,2024-03-11,2024-03-11,2024-03-15,2024-03-15,On-Time,4,0
467,467,2,2,2024-01-06,2024-01-06,2024-01-07,2024-01-07,On-Time,1,0
468,468,6,5,2024-01-22,2024-01-22,2024-01-27,2024-01-27,On-Time,5,0
469,469,1,1,2024-02-06,2024-02-06,2024-02-08,2024-02-08,On-Time,2,0
470,470,8,1,2024-03-29,2024-03-29,2024-03-31,2024-03-31,On-Time,2,0
471,471,6,5,2024-03-20,2024-03-20,2024-03-24,2024-03-28,Delayed,8,4
472,472,6,5,2024-01-21,2024-01-21,2024-01-26,,Cancelled,0,0
473,473,2,3,2024-03-12,2024-03-12,2024-03-15,,Cancelled,0,0
474,474,6,5,2024-03-20,2024-03-20,2024-03-25,2024-03-25,On-Time,5,0
475,475,5,2,2024-01-30,2024-01-30,2024-01-31,2024-02-02,Delayed,3,2
476,476,6,3,2024-01-25,2024-01-25,2024-01-29,2024-01-29,On-Time,4,0
477,477,5,5,2024-01-21,2024-01-21,2024-01-25,2024-01-25,On-Time,4,0
478,478,4,5,2024-03-03,2024-03-03,2024-03-08,2024-03-08,On-Time,5,0
479,479,6,4,2024-02-28,2024-02-28,2024-02-29,2024-02-29,On-Time,1,0
480,480,6,1,2024-02-22,2024-02-22,2024-02-24,2024-02-24,On-Time,2,0
481,481,7,2,2024-01-17,2024-01-17,2024-01-18,2024-01-18,On-Time,1,0
482,482,1,2,2024-03-03,2024-03-03,2024-03-04,2024-03-04,On-Time,1,0
483,483,6,2,2024-02-05,2024-02-05,2024-02-06,2024-02-06,On-Time,1,0
484,484,6,4,2024-02-20,2024-02-20,2024-02-21,2024-02-21,On-Time,1,0
485,485,4,5,2024-02-11,2024-02-11,2024-02-15,2024-02-15,On-Time,4,0
486,486,8,4,2024-03-07,2024-03-07,2024-03-08,2024-03-08,On-Time,1,0
487,487,1,2,2024-03-31,2024-03-31,2024-04-02,2024-04-06,Delayed,6,4
488,488,6,5,2024-02-08,2024-02-08,2024-02-13,2024-02-13,On-Time,5,0
489,489,6,5,2024-04-02,2024-04-02,2024-04-06,2024-04-06,On-Time,4,0
490,490,4,1,2024-03-10,2024-03-10,2024-03-13,2024-03-13,On-Time,3,0
491,491,6,1,2024-02-05,2024-02-05,2024-02-08,2024-02-08,On-Time,3,0
492,492,8,5,2024-01-31,2024-01-31,2024-02-05,2024-02-05,On-Time,5,0
493,493,6,3,2024-03-08,2024-03-08,2024-03-11,2024-03-11,On-Time,3,0
494,494,1,2,2024-02-03,2024-02-03,2024-02-05,2024-02-07,Delayed,4,2
495,495,6,5,2024-02-28,2024-02-28,2024-03-04,2024-03-04,On-Time,5,0
496,496,6,2,2024-03-27,2024-03-27,2024-03-29,2024-03-29,On-Time,2,0
497,497,2,1,2024-01-11,2024-01-11,2024-01-13,2024-01-13,On-Time,2,0
498,498,2,3,2024-03-06,2024-03-06,2024-03-10,2024-03-11,Delayed,5,1
499,499,8,3,2024-02-08,2024-02-08,2024-02-11,2024-02-11,On-Time,3,0
500,500,6,2,2024-03-30,2024-03-30,2024-04-01,2024-04-01,On-Time,2,0
501,501,1,3,2024-03-22,2024-03-22,2024-03-25,2024-03-25,On-Time,3,0
502,502,6,3,2024-03-29,2024-03-29,2024-04-02,2024-04-02,On-Time,4,0
503,503,6,1,2024-03-09,2024-03-09,2024-03-11,2024-03-11,On-Time,2,0
504,504,1,2,2024-01-28,2024-01-28,2024-01-30,2024-01-30,On-Time,2,0
505,505,6,1,2024-01-02,2024-01-02,2024-01-05,2024-01-05,On-Time,3,0
506,506,2,5,2024-01-04,2024-01-04,2024-01-08,2024-01-08,On-Time,4,0
507,507,4,1,2024-03-03,2024-03-03,2024-03-06,2024-03-06,On-Time,3,0
508,508,1,1,2024-01-25,2024-01-25,2024-01-28,2024-01-28,On-Time,3,0
509,509,3,3,2024-01-11,2024-01-11,2024-01-15,2024-01-15,On-Time,4,0
510,510,3,4,2024-02-06,2024-02-06,2024-02-07,2024-02-07,On-Time,1,0
511,511,5,5,2024-03-15,2024-03-15,2024-03-19,2024-03-19,On-Time,4,0
512,512,4,5,2024-03-21,2024-03-21,2024-03-25,2024-03-25,On-Time,4,0
513,513,1,4,2024-01-18,2024-01-18,2024-01-20,,Cancelled,0,0
514,514,3,4,2024-01-03,2024-01-03,2024-01-04,2024-01-04,On-Time,1,0
515,515,1,1,2024-02-08,2024-02-08,2024-02-11,2024-02-11,On-Time,3,0
516,516,7,3,2024-03-17,2024-03-17,2024-03-21,2024-03-21,On-Time,4,0
517,517,6,1,2024-02-06,2024-02-06,2024-02-08,2024-02-08,On-Time,2,0
518,518,4,1,2024-01-19,2024-01-19,2024-01-21,2024-01-21,On-Time,2,0
519,519,6,3,2024-02-29,2024-02-29,2024-03-04,2024-03-08,Delayed,8,4
520,520,7,1,2024-02-29,2024-02-29,2024-03-02,2024-03-05,Delayed,5,3
521,521,4,3,2024-02-18,2024-02-18,2024-02-22,2024-02-22,On-Time,4,0
522,522,1,5,2024-02-28,2024-02-28,2024-03-03,2024-03-03,On-Time,4,0
523,523,1,3,2024-03-31,2024-03-31,2024-04-04,2024-04-04,On-Time,4,0
524,524,3,5,2024-03-02,2024-03-02,2024-03-06,2024-03-06,On-Time,4,0
525,525,4,2,2024-03-21,2024-03-21,2024-03-23,2024-03-26,Delayed,5,3
526,526,7,2,2024-03-14,2024-03-14,2024-03-15,2024-03-15,On-Time,1,0
527,527,8,4,2024-02-24,2024-02-24,2024-02-26,2024-02-26,On-Time,2,0
528,528,8,4,2024-03-06,2024-03-06,2024-03-08,,Cancelled,0,0
529,529,6,5,2024-01-09,2024-01-09,2024-01-13,2024-01-13,On-Time,4,0
530,530,8,1,2024-01-25,2024-01-25,2024-01-28,2024-01-28,On-Time,3,0
531,531,8,1,2024-01-15,2024-01-15,2024-01-18,2024-01-18,On-Time,3,0
532,532,1,3,2024-03-30,2024-03-30,2024-04-02,2024-04-02,On-Time,3,0
533,533,1,1,2024-01-02,2024-01-02,2024-01-05,2024-01-05,On-Time,3,0
534,534,6,1,2024-02-15,2024-02-15,2024-02-17,2024-02-17,On-Time,2,0
535,535,1,1,2024-04-01,2024-04-01,2024-04-04,2024-04-04,On-Time,3,0
536,536,2,2,2024-02-07,2024-02-07,2024-02-09,2024-02-12,Delayed,5,3
537,537,5,5,2024-01-30,2024-01-30,2024-02-03,2024-02-03,On-Time,4,0
538,538,1,3,2024-03-21,2024-03-21,2024-03-24,2024-03-24,On-Time,3,0
539,539,3,1,2024-03-05,2024-03-05,2024-03-07,2024-03-07,On-Time,2,0
540,540,5,5,2024-03-04,2024-03-04,2024-03-08,,Cancelled,0,0
541,541,5,3,2024-02-19,2024-02-19,2024-02-22,2024-02-24,Delayed,5,2
542,542,7,2,2024-02-19,2024-02-19,2024-02-21,2024-02-21,On-Time,2,0
543,543,4,4,2024-02-10,2024-02-10,2024-02-12,2024-02-12,On-Time,2,0
544,544,5,1,2024-03-12,2024-03-12,2024-03-14,2024-03-14,On-Time,2,0
545,545,8,3,2024-02-07,2024-02-07,2024-02-11,2024-02-15,Delayed,8,4
546,546,6,3,2024-02-24,2024-02-24,2024-02-28,2024-03-03,Delayed,8,4
547,547,4,5,2024-01-02,2024-01-02,2024-01-07,2024-01-07,On-Time,5,0
548,548,4,3,2024-03-26,2024-03-26,2024-03-30,2024-03-30,On-Time,4,0
549,549,6,4,2024-02-13,2024-02-13,2024-02-15,2024-02-15,On-Time,2,0
550,550,2,1,2024-01-08,2024-01-08,2024-01-10,2024-01-10,On-Time,2,0
551,551,2,1,2024-03-03,2024-03-03,2024-03-06,2024-03-06,On-Time,3,0
552,552,3,1,2024-03-13,2024-03-13,2024-03-15,2024-03-18,Delayed,5,3
553,553,1,1,2024-03-09,2024-03-09,2024-03-12,,Cancelled,0,0
554,554,5,2,2024-01-19,2024-01-19,2024-01-20,2024-01-20,On-Time,1,0
555,555,5,4,2024-02-03,2024-02-03,2024-02-04,2024-02-04,On-Time,1,0
556,556,6,3,2024-02-16,2024-02-16,2024-02-19,2024-02-19,On-Time,3,0
557,557,1,4,2024-01-18,2024-01-18,2024-01-20,2024-01-20,On-Time,2,0
558,558,5,5,2024-03-17,2024-03-17,2024-03-21,2024-03-25,Delayed,8,4
559,559,6,4,2024-01-18,2024-01-18,2024-01-19,2024-01-19,On-Time,1,0
560,560,8,3,2024-01-21,2024-01-21,2024-01-25,2024-01-25,On-Time,4,0
561,561,8,2,2024-01-27,2024-01-27,2024-01-28,2024-01-28,On-Time,1,0
562,562,1,3,2024-01-14,2024-01-14,2024-01-17,2024-01-17,On-Time,3,0
563,563,4,5,2024-03-08,2024-03-08,2024-03-12,2024-03-12,On-Time,4,0
564,564,4,2,2024-03-27,2024-03-27,2024-03-28,2024-03-28,On-Time,1,0
565,565,5,1,2024-02-17,2024-02-17,2024-02-20,2024-02-20,On-Time,3,0
566,566,6,4,2024-02-06,2024-02-06,2024-02-07,2024-02-07,On-Time,1,0
567,567,8,4,2024-01-28,2024-01-28,2024-01-29,2024-01-29,On-Time,1,0
568,568,4,5,2024-02-27,2024-02-27,2024-03-02,2024-03-02,On-Time,4,0
569,569,8,4,2024-01-26,2024-01-26,2024-01-27,2024-01-27,On-Time,1,0
570,570,1,3,2024-01-19,2024-01-19,2024-01-23,2024-01-23,On-Time,4,0
571,571,6,2,2024-02-11,2024-02-11,2024-02-13,2024-02-13,On-Time,2,0
572,572,7,5,2024-03-06,2024-03-06,2024-03-10,2024-03-13,Delayed,7,3
573,573,7,1,2024-01-24,2024-01-24,2024-01-27,2024-01-27,On-Time,3,0
574,574,6,2,2024-03-31,2024-03-31,2024-04-01,2024-04-01,On-Time,1,0
575,575,2,1,2024-01-17,2024-01-17,2024-01-19,2024-01-19,On-Time,2,0
576,576,6,2,2024-03-03,2024-03-03,2024-03-05,2024-03-05,On-Time,2,0
577,577,5,1,2024-01-29,2024-01-29,2024-02-01,2024-02-01,On-Time,3,0
578,578,6,2,2024-03-09,2024-03-09,2024-03-10,2024-03-10,On-Time,1,0
579,579,5,1,2024-02-02,2024-02-02,2024-02-04,2024-02-04,On-Time,2,0
580,580,5,5,2024-01-19,2024-01-19,2024-01-23,2024-01-25,Delayed,6,2
581,581,1,2,2024-03-07,2024-03-07,2024-03-08,2024-03-10,Delayed,3,2
582,582,6,4,2024-03-28,2024-03-28,2024-03-29,2024-03-29,On-Time,1,0
583,583,1,5,2024-01-30,2024-01-30,2024-02-03,2024-02-03,On-Time,4,0
584,584,1,2,2024-03-28,2024-03-28,2024-03-29,2024-03-29,On-Time,1,0
585,585,5,5,2024-02-20,2024-02-20,2024-02-25,2024-02-25,On-Time,5,0
586,586,6,1,2024-01-03,2024-01-03,2024-01-05,2024-01-05,On-Time,2,0
587,587,6,3,2024-01-25,2024-01-25,2024-01-28,2024-01-31,Delayed,6,3
588,588,8,1,2024-03-14,2024-03-14,2024-03-17,,Cancelled,0,0
589,589,1,5,2024-02-14,2024-02-14,2024-02-19,2024-02-19,On-Time,5,0
590,590,1,1,2024-01-09,2024-01-09,2024-01-12,2024-01-12,On-Time,3,0
591,591,1,4,2024-01-22,2024-01-22,2024-01-23,2024-01-23,On-Time,1,0
592,592,2,2,2024-02-26,2024-02-26,2024-02-27,2024-02-27,On-Time,1,0
593,593,6,2,2024-03-31,2024-03-31,2024-04-02,2024-04-02,On-Time,2,0
594,594,8,2,2024-01-13,2024-01-13,2024-01-15,,Cancelled,0,0
595,595,6,3,2024-01-18,2024-01-18,2024-01-21,2024-01-21,On-Time,3,0
596,596,6,3,2024-01-03,2024-01-03,2024-01-06,2024-01-06,On-Time,3,0
597,597,3,3,2024-01-14,2024-01-14,2024-01-17,2024-01-21,Delayed,7,4
598,598,4,1,2024-01-28,2024-01-28,2024-01-30,2024-01-30,On-Time,2,0
599,599,5,5,2024-03-30,2024-03-30,2024-04-04,2024-04-04,On-Time,5,0
600,600,6,5,2024-02-12,2024-02-12,2024-02-16,2024-02-16,On-Time,4,0
601,601,5,3,2024-02-04,2024-02-04,2024-02-08,2024-02-08,On-Time,4,0
602,602,8,4,2024-04-02,2024-04-02,2024-04-03,2024-04-05,Delayed,3,2
603,603,6,1,2024-02-13,2024-02-13,2024-02-16,2024-02-16,On-Time,3,0
604,604,6,2,2024-01-17,2024-01-17,2024-01-18,2024-01-18,On-Time,1,0
605,605,8,3,2024-01-19,2024-01-19,2024-01-22,2024-01-22,On-Time,3,0
606,606,1,4,2024-03-15,2024-03-15,2024-03-16,2024-03-16,On-Time,1,0
607,607,3,5,2024-02-14,2024-02-14,2024-02-19,2024-02-19,On-Time,5,0
608,608,1,1,2024-02-04,2024-02-04,2024-02-07,2024-02-07,On-Time,3,0
609,609,6,2,2024-01-06,2024-01-06,2024-01-08,2024-01-10,Delayed,4,2
610,610,1,2,2024-03-12,2024-03-12,2024-03-13,2024-03-13,On-Time,1,0
611,611,5,1,2024-03-25,2024-03-25,2024-03-27,2024-03-27,On-Time,2,0
612,612,7,2,2024-01-08,2024-01-08,2024-01-10,2024-01-10,On-Time,2,0
613,613,4,2,2024-01-03,2024-01-03,2024-01-05,2024-01-05,On-Time,2,0
614,614,8,5,2024-03-28,2024-03-28,2024-04-01,2024-04-01,On-Time,4,0
615,615,5,2,2024-01-28,2024-01-28,2024-01-30,2024-01-30,On-Time,2,0
616,616,3,1,2024-02-09,2024-02-09,2024-02-11,2024-02-11,On-Time,2,0
617,617,5,4,2024-01-10,2024-01-10,2024-01-11,2024-01-11,On-Time,1,0
618,618,1,2,2024-01-26,2024-01-26,2024-01-27,2024-01-27,On-Time,1,0
619,619,6,5,2024-03-18,2024-03-18,2024-03-23,2024-03-23,On-Time,5,0
