order_id,customer_id,order_date,order_status,vehicle_id,quantity,list_price,discount,net_sales,order_region,dispatch_center_id
341,494,2024-02-15,Completed,11,1,69000.0,3766.64,65233.36,West,5
342,1513,2024-01-06,Completed,18,1,82000.0,4221.1,77778.9,Northeast,1
343,1317,2024-01-16,Completed,12,1,84500.0,4393.17,80106.83,Midwest,7
344,14,2024-03-10,Completed,10,2,157000.0,13272.06,143727.94,West,8
345,1140,2024-02-15,Completed,1,1,28500.0,879.24,27620.76,Southwest,4
346,1254,2024-01-23,Completed,10,1,78500.0,4133.13,74366.87,Northeast,1
347,326,2024-01-20,Completed,8,1,21500.0,547.33,20952.67,Southwest,4
348,341,2024-01-30,Completed,5,1,42000.0,2361.06,39638.94,Southwest,6
349,912,2024-01-23,Completed,5,1,42000.0,1705.78,40294.22,Southwest,4
350,260,2024-01-15,Completed,18,1,82000.0,3180.31,78819.69,Midwest,3
351,259,2024-03-09,Completed,4,1,46500.0,1304.12,45195.88,Southwest,4
352,91,2024-01-18,Completed,7,1,36500.0,2774.54,33725.46,Midwest,3
353,136,2024-03-10,Returned,6,1,31000.0,2042.29,28957.71,Northeast,1
354,1552,2024-01-11,Completed,16,1,23000.0,1454.11,21545.89,West,5
355,724,2024-01-04,Completed,5,1,42000.0,2743.89,39256.11,Southwest,6
356,1006,2024-03-10,Completed,10,1,78500.0,5579.72,72920.28,West,8
357,1281,2024-03-17,Completed,4,1,46500.0,2126.03,44373.97,Midwest,7
358,659,2024-02-04,Completed,6,1,31000.0,866.14,30133.86,Southwest,4
359,1258,2024-02-22,Completed,10,1,78500.0,4873.71,73626.29,Midwest,3
360,518,2024-01-16,Completed,17,1,38500.0,1249.55,37250.45,Southwest,4
361,1083,2024-03-07,Completed,13,1,56000.0,2299.81,53700.19,Northeast,1
362,43,2024-02-22,Completed,5,1,42000.0,2107.9,39892.1,West,8
363,1294,2024-02-19,Completed,6,2,62000.0,4341.08,57658.92,Southwest,4
364,48,2024-02-07,Completed,3,1,34000.0,1808.46,32191.54,Northeast,1
365,399,2024-03-07,Completed,15,4,218000.0,13430.04,204569.96,Northeast,1
366,131,2024-01-31,Completed,16,1,23000.0,1064.99,21935.01,West,8
367,185,2024-01-19,Completed,2,1,37500.0,2287.17,35212.83,West,5
368,463,2024-03-04,Completed,1,1,28500.0,1407.87,27092.13,West,5
369,1476,2024-02-22,Completed,18,2,164000.0,4205.02,159794.98,Midwest,3
370,1305,2024-01-02,Completed,15,1,54500.0,2225.41,52274.59,Midwest,3
371,157,2024-01-18,Completed,5,1,42000.0,1228.7,40771.3,Midwest,7
372,1076,2024-03-16,Completed,16,1,23000.0,792.6,22207.4,Midwest,3
373,1497,2024-01-05,Completed,6,1,31000.0,1741.61,29258.39,West,5
374,1524,2024-02-25,Completed,14,1,48500.0,1551.55,46948.45,Southwest,4
375,1245,2024-02-16,Completed,2,1,37500.0,2897.78,34602.22,West,5
376,729,2024-02-02,Completed,1,1,28500.0,1447.45,27052.55,West,8
377,595,2024-03-20,Completed,2,1,37500.0,1198.11,36301.89,Southeast,2
378,858,2024-03-08,Completed,13,1,56000.0,1817.1,54182.9,Midwest,7
379,133,2024-03-13,Completed,16,1,23000.0,969.35,22030.65,Midwest,3
380,1346,2024-02-18,Completed,10,1,78500.0,4810.45,73689.55,Southwest,6
381,601,2024-02-01,Completed,1,1,28500.0,1568.25,26931.75,Southwest,4
382,113,2024-02-21,Returned,7,1,36500.0,2444.79,34055.21,Southwest,6
383,1535,2024-03-23,Returned,4,1,46500.0,2729.53,43770.47,Midwest,3
384,1150,2024-01-18,Completed,10,3,235500.0,17587.32,217912.68,Northeast,1
385,1563,2024-01-19,Completed,12,1,84500.0,4873.12,79626.88,Southeast,6
386,873,2024-01-02,Completed,4,1,46500.0,3037.41,43462.59,Southeast,2
387,306,2024-02-04,Completed,5,1,42000.0,3056.63,38943.37,West,8
388,798,2024-02-25,Completed,2,1,37500.0,1061.59,36438.41,Midwest,7
389,769,2024-01-07,Completed,12,1,84500.0,3528.28,80971.72,West,5
390,295,2024-03-23,Completed,8,1,21500.0,1359.88,20140.12,West,8
391,1563,2024-01-18,Completed,14,1,48500.0,3166.25,45333.75,Southeast,6
392,1233,2024-01-21,Completed,9,1,44000.0,1160.02,42839.98,Northeast,1
393,351,2024-02-15,Cancelled,7,1,36500.0,1667.48,34832.52,Northeast,1
394,161,2024-01-22,Completed,12,1,84500.0,2114.85,82385.15,Midwest,7
395,1368,2024-01-28,Completed,11,1,69000.0,2996.39,66003.61,West,5
396,420,2024-02-25,Completed,14,1,48500.0,3633.62,44866.38,Southwest,4
397,331,2024-01-02,Completed,13,1,56000.0,4350.69,51649.31,West,5
398,1007,2024-02-13,Completed,20,1,62000.0,3179.1,58820.9,Northeast,1
399,921,2024-02-22,Completed,20,1,62000.0,1635.26,60364.74,Midwest,7
400,1062,2024-01-31,Completed,16,1,23000.0,777.23,22222.77,West,8
401,458,2024-01-24,Completed,20,2,124000.0,8149.88,115850.12,West,5
402,357,2024-03-07,Completed,3,1,34000.0,2852.67,31147.33,Northeast,1
403,1120,2024-03-18,Completed,1,1,28500.0,2342.28,26157.72,Southeast,2
404,1226,2024-02-25,Completed,9,1,44000.0,2439.43,41560.57,Southeast,2
405,1118,2024-02-14,Completed,10,1,78500.0,6495.55,72004.45,West,5
406,1345,2024-01-26,Completed,4,1,46500.0,3768.09,42731.91,Southwest,6
407,308,2024-03-04,Completed,20,1,62000.0,3687.49,58312.51,Northeast,1
408,1396,2024-03-23,Completed,17,1,38500.0,964.01,37535.99,Southeast,2
409,680,2024-02-18,Completed,14,1,48500.0,2868.85,45631.15,Southwest,4
410,867,2024-02-02,Completed,19,1,49500.0,2407.88,47092.12,Northeast,1
411,802,2024-03-14,Completed,8,1,21500.0,1655.02,19844.98,Southeast,2
412,990,2024-02-11,Completed,6,1,31000.0,2474.95,28525.05,Southeast,2
413,458,2024-03-28,Completed,19,3,148500.0,4658.85,143841.15,West,8
414,1549,2024-01-03,Completed,8,1,21500.0,1414.83,20085.17,Midwest,3
415,338,2024-03-02,Completed,2,1,37500.0,1385.58,36114.42,Northeast,1
416,181,2024-01-27,Completed,7,1,36500.0,1906.05,34593.95,West,8
417,650,2024-03-08,Completed,20,1,62000.0,2538.61,59461.39,Northeast,1
418,969,2024-03-30,Completed,18,1,82000.0,2345.9,79654.1,Southeast,2
419,1571,2024-03-08,Completed,7,1,36500.0,1269.01,35230.99,West,8
420,612,2024-03-09,Completed,3,2,68000.0,4580.9,63419.1,Southwest,6
421,1029,2024-03-19,Completed,5,1,42000.0,1817.45,40182.55,Northeast,1
422,81,2024-01-01,Completed,1,1,28500.0,2083.27,26416.73,Southwest,4
423,650,2024-01-15,Completed,1,1,28500.0,1266.5,27233.5,Northeast,1
424,1202,2024-03-19,Completed,13,1,56000.0,3808.24,52191.76,Midwest,3
425,266,2024-01-01,Completed,17,1,38500.0,3237.36,35262.64,Northeast,1
426,217,2024-01-23,Completed,7,1,36500.0,2744.08,33755.92,Northeast,1
427,851,2024-01-12,Completed,9,1,44000.0,2392.38,41607.62,Northeast,1
428,371,2024-03-26,Completed,12,1,84500.0,4546.5,79953.5,Northeast,1
429,1589,2024-01-12,Completed,15,1,54500.0,2612.99,51887.01,Southeast,2
430,441,2024-01-09,Completed,7,1,36500.0,1882.45,34617.55,Southeast,2
431,1260,2024-03-14,Cancelled,14,1,48500.0,3777.84,44722.16,Northeast,1
432,745,2024-03-11,Completed,8,1,21500.0,1555.76,19944.24,Northeast,1
433,1010,2024-02-29,Completed,8,1,21500.0,745.91,20754.09,Northeast,1
434,1237,2024-01-24,Completed,16,1,23000.0,1762.65,21237.35,Midwest,3
435,1020,2024-02-29,Completed,15,1,54500.0,2063.06,52436.94,Southwest,6
436,1,2024-01-13,Completed,2,1,37500.0,2170.45,35329.55,Southeast,2
437,1401,2024-03-13,Completed,7,1,36500.0,2430.87,34069.13,Northeast,1
438,139,2024-01-26,Completed,3,1,34000.0,2511.93,31488.07,Southeast,6
439,1596,2024-03-23,Completed,19,4,198000.0,13851.44,184148.56,Northeast,1
440,1181,2024-01-01,Completed,7,1,36500.0,1942.01,34557.99,Midwest,7
441,1038,2024-01-20,Completed,14,1,48500.0,3250.67,45249.33,West,8
442,873,2024-01-14,Completed,20,1,62000.0,4234.61,57765.39,Southeast,6
443,691,2024-01-25,Completed,1,1,28500.0,1018.31,27481.69,Midwest,7
444,1399,2024-01-03,Completed,7,1,36500.0,2061.85,34438.15,Southwest,4
445,1435,2024-01-17,Completed,17,1,38500.0,3259.95,35240.05,Midwest,7
446,1590,2024-03-04,Completed,4,1,46500.0,1801.03,44698.97,Northeast,1
447,267,2024-02-09,Completed,4,1,46500.0,1237.95,45262.05,Midwest,3
448,1142,2024-01-21,Completed,9,1,44000.0,1259.22,42740.78,Midwest,3
449,1088,2024-01-17,Completed,13,1,56000.0,4427.76,51572.24,West,8
450,831,2024-01-16,Completed,20,1,62000.0,3649.67,58350.33,West,8
451,713,2024-03-27,Completed,12,1,84500.0,3557.67,80942.33,Northeast,1
452,227,2024-02-29,Completed,1,1,28500.0,814.07,27685.93,West,5
453,868,2024-01-12,Completed,10,1,78500.0,4526.5,73973.5,West,8
454,950,2024-02-13,Completed,2,1,37500.0,2081.32,35418.68,West,5
455,565,2024-02-16,Completed,7,1,36500.0,2666.75,33833.25,Northeast,1
456,304,2024-03-17,Returned,11,1,69000.0,3106.78,65893.22,Southwest,4
457,305,2024-02-20,Completed,2,1,37500.0,2254.08,35245.92,Southwest,4
458,1547,2024-03-21,Completed,2,1,37500.0,1199.58,36300.42,Midwest,7
459,1114,2024-02-03,Completed,15,1,54500.0,3167.65,51332.35,Midwest,7
460,266,2024-01-06,Completed,20,1,62000.0,4606.77,57393.23,Northeast,1
461,500,2024-03-28,Completed,11,1,69000.0,2936.43,66063.57,West,8
462,895,2024-02-04,Cancelled,4,1,46500.0,3218.64,43281.36,Southwest,6
463,1181,2024-01-02,Completed,7,1,36500.0,3076.32,33423.68,Midwest,3
464,1354,2024-01-08,Completed,13,1,56000.0,1492.16,54507.84,West,8
465,46,2024-01-11,Completed,18,1,82000.0,4527.96,77472.04,Northeast,1
466,730,2024-03-09,Completed,9,1,44000.0,3046.86,40953.14,Midwest,7
467,1274,2024-01-04,Completed,11,1,69000.0,3684.36,65315.64,Southeast,2
468,1024,2024-01-21,Completed,12,1,84500.0,6125.22,78374.78,Southwest,6
469,1078,2024-02-04,Completed,4,1,46500.0,1884.14,44615.86,Northeast,1
470,1416,2024-03-27,Completed,11,1,69000.0,2652.9,66347.1,West,8
471,1438,2024-03-18,Completed,17,1,38500.0,1831.79,36668.21,Southwest,6
472,210,2024-01-20,Cancelled,13,1,56000.0,1878.26,54121.74,Southeast,6
473,1,2024-03-10,Cancelled,17,1,38500.0,3197.8,35302.2,Southeast,2
474,233,2024-03-19,Completed,9,1,44000.0,2143.3,41856.7,Southeast,6
475,232,2024-01-28,Completed,16,2,46000.0,3150.36,42849.64,West,5
476,90,2024-01-24,Completed,18,1,82000.0,3630.39,78369.61,Southwest,6
477,1332,2024-01-19,Completed,1,1,28500.0,1042.96,27457.04,West,5
478,1531,2024-03-02,Completed,2,1,37500.0,2098.02,35401.98,Southwest,4
479,215,2024-02-26,Completed,16,1,23000.0,1733.83,21266.17,Southwest,6
480,1126,2024-02-20,Completed,8,1,21500.0,1737.6,19762.4,Southwest,6
481,1392,2024-01-15,Completed,4,1,46500.0,3519.54,42980.46,Midwest,7
482,1240,2024-03-01,Completed,20,1,62000.0,3550.68,58449.32,Northeast,1
483,1228,2024-02-03,Completed,8,1,21500.0,600.91,20899.09,Southwest,6
484,562,2024-02-18,Completed,16,1,23000.0,1596.97,21403.03,Southwest,6
485,746,2024-02-09,Completed,9,1,44000.0,2269.77,41730.23,Southwest,4
486,60,2024-03-05,Completed,9,1,44000.0,1740.24,42259.76,West,8
487,223,2024-03-30,Completed,13,1,56000.0,3525.62,52474.38,Northeast,1
488,980,2024-02-07,Completed,16,1,23000.0,1003.65,21996.35,Southeast,6
489,190,2024-03-31,Completed,6,1,31000.0,2583.69,28416.31,Southwest,6
490,812,2024-03-09,Completed,8,1,21500.0,1175.45,20324.55,Southwest,4
491,1472,2024-02-04,Completed,7,1,36500.0,1488.74,35011.26,Southwest,6
492,981,2024-01-30,Completed,7,1,36500.0,1854.38,34645.62,West,8
493,508,2024-03-06,Completed,18,1,82000.0,5468.0,76532.0,Southeast,6
494,753,2024-02-02,Completed,10,1,78500.0,5034.4,73465.6,Northeast,1
495,1101,2024-02-27,Completed,20,1,62000.0,4397.1,57602.9,Southeast,6
496,1314,2024-03-26,Completed,6,1,31000.0,1685.07,29314.93,Southeast,6
497,793,2024-01-09,Completed,8,1,21500.0,1603.95,19896.05,Southeast,2
498,547,2024-03-05,Completed,20,1,62000.0,4874.91,57125.09,Southeast,2
499,138,2024-02-06,Completed,18,1,82000.0,3749.07,78250.93,West,8
500,923,2024-03-29,Completed,18,1,82000.0,2577.19,79422.81,Southeast,6
501,872,2024-03-20,Completed,17,2,77000.0,4301.96,72698.04,Northeast,1
502,1,2024-03-28,Returned,3,1,34000.0,2608.17,31391.83,Southeast,6
503,94,2024-03-07,Completed,4,1,46500.0,3911.57,42588.43,Southeast,6
504,1059,2024-01-27,Completed,17,1,38500.0,3097.3,35402.7,Northeast,1
505,34,2024-01-01,Completed,2,1,37500.0,2112.05,35387.95,Southwest,6
506,606,2024-01-02,Completed,13,1,56000.0,4077.45,51922.55,Southeast,2
507,18,2024-03-02,Completed,5,1,42000.0,3233.21,38766.79,Southwest,4
508,1521,2024-01-24,Completed,19,1,49500.0,2363.69,47136.31,Northeast,1
509,613,2024-01-10,Completed,17,1,38500.0,2600.19,35899.81,Midwest,3
510,962,2024-02-04,Completed,1,1,28500.0,1764.45,26735.55,Midwest,3
511,327,2024-03-13,Completed,8,1,21500.0,1129.76,20370.24,West,5
512,304,2024-03-19,Completed,12,1,84500.0,3028.19,81471.81,Southwest,4
513,1050,2024-01-17,Cancelled,12,1,84500.0,4417.08,80082.92,Northeast,1
514,1559,2024-01-01,Completed,18,2,164000.0,7726.48,156273.52,Midwest,3
515,1375,2024-02-07,Completed,5,1,42000.0,2280.46,39719.54,Northeast,1
516,283,2024-03-16,Completed,7,1,36500.0,1300.19,35199.81,Midwest,7
517,216,2024-02-04,Completed,18,1,82000.0,3755.33,78244.67,Southeast,6
518,752,2024-01-17,Completed,1,1,28500.0,1694.93,26805.07,Southwest,4
519,1336,2024-02-28,Completed,6,3,93000.0,5132.28,87867.72,Southeast,6
520,149,2024-02-27,Completed,6,1,31000.0,2512.17,28487.83,Midwest,7
521,1251,2024-02-17,Completed,4,1,46500.0,2456.56,44043.44,Southwest,4
522,753,2024-02-26,Completed,2,1,37500.0,1011.36,36488.64,Northeast,1
523,1339,2024-03-30,Completed,17,2,77000.0,4576.9,72423.1,Northeast,1
524,1138,2024-02-29,Completed,11,1,69000.0,5306.95,63693.05,Midwest,3
525,1055,2024-03-20,Completed,20,4,248000.0,9208.52,238791.48,Southwest,4
526,826,2024-03-12,Completed,4,1,46500.0,1673.56,44826.44,Midwest,7
527,831,2024-02-23,Completed,18,1,82000.0,6866.75,75133.25,West,8
528,652,2024-03-05,Cancelled,17,1,38500.0,1846.36,36653.64,West,8
529,910,2024-01-07,Completed,9,1,44000.0,2960.38,41039.62,Southeast,6
530,20,2024-01-24,Completed,12,1,84500.0,4854.57,79645.43,West,8
531,205,2024-01-14,Completed,19,1,49500.0,4197.94,45302.06,West,8
532,345,2024-03-28,Completed,1,1,28500.0,1406.97,27093.03,Northeast,1
533,170,2024-01-01,Completed,5,1,42000.0,1509.25,40490.75,Northeast,1
534,711,2024-02-13,Completed,19,4,198000.0,8034.4,189965.6,Southeast,6
535,1128,2024-03-31,Completed,2,1,37500.0,3031.69,34468.31,Northeast,1
536,1274,2024-02-06,Completed,7,1,36500.0,3036.44,33463.56,Southeast,2
537,1038,2024-01-28,Completed,12,1,84500.0,7042.08,77457.92,West,5
538,357,2024-03-19,Completed,18,1,82000.0,3817.14,78182.86,Northeast,1
539,1183,2024-03-03,Completed,1,1,28500.0,745.37,27754.63,Midwest,3
540,1423,2024-03-02,Cancelled,14,1,48500.0,3297.97,45202.03,West,5
541,43,2024-02-17,Completed,1,1,28500.0,1551.73,26948.27,West,5
542,267,2024-02-18,Completed,18,1,82000.0,2953.53,79046.47,Midwest,7
543,196,2024-02-09,Completed,2,1,37500.0,2596.26,34903.74,Southwest,4
544,848,2024-03-10,Completed,10,1,78500.0,3106.92,75393.08,West,5
545,686,2024-02-06,Completed,20,1,62000.0,4985.53,57014.47,West,8
546,367,2024-02-23,Completed,16,1,23000.0,1795.95,21204.05,Southwest,6
547,912,2024-01-01,Completed,3,1,34000.0,2484.35,31515.65,Southwest,4
548,1075,2024-03-25,Completed,16,1,23000.0,1295.71,21704.29,Southwest,4
549,168,2024-02-12,Completed,19,1,49500.0,3853.25,45646.75,Southeast,6
550,1537,2024-01-06,Completed,11,1,69000.0,5522.07,63477.93,Southeast,2
551,1043,2024-03-02,Completed,9,1,44000.0,1975.68,42024.32,Southeast,2
552,1281,2024-03-11,Completed,19,1,49500.0,4146.27,45353.73,Midwest,3
553,136,2024-03-08,Cancelled,14,1,48500.0,4046.66,44453.34,Northeast,1
554,568,2024-01-17,Completed,19,1,49500.0,3304.26,46195.74,West,5
555,398,2024-02-01,Completed,1,1,28500.0,2040.91,26459.09,West,5
556,1219,2024-02-14,Completed,8,1,21500.0,1743.52,19756.48,Southeast,6
557,1401,2024-01-17,Returned,1,1,28500.0,1827.01,26672.99,Northeast,1
558,1088,2024-03-15,Completed,4,1,46500.0,3796.57,42703.43,West,5
559,29,2024-01-16,Completed,9,1,44000.0,2068.6,41931.4,Southwest,6
560,742,2024-01-20,Completed,8,1,21500.0,928.62,20571.38,West,8
561,1163,2024-01-25,Completed,9,1,44000.0,1122.54,42877.46,West,8
562,301,2024-01-12,Completed,9,1,44000.0,1671.41,42328.59,Northeast,1
563,81,2024-03-06,Returned,10,1,78500.0,4284.49,74215.51,Southwest,4
564,1399,2024-03-25,Completed,6,1,31000.0,1185.32,29814.68,Southwest,4
565,461,2024-02-16,Completed,19,2,99000.0,8114.22,90885.78,West,5
566,957,2024-02-04,Completed,15,1,54500.0,2639.12,51860.88,Southwest,6
567,492,2024-01-26,Returned,9,1,44000.0,2589.8,41410.2,West,8
568,778,2024-02-25,Completed,5,1,42000.0,1105.76,40894.24,Southwest,4
569,1221,2024-01-24,Completed,3,1,34000.0,2454.52,31545.48,West,8
570,170,2024-01-18,Completed,13,1,56000.0,1811.73,54188.27,Northeast,1
571,438,2024-02-10,Completed,2,1,37500.0,1956.31,35543.69,Southeast,6
572,730,2024-03-04,Completed,18,1,82000.0,2749.08,79250.92,Midwest,7
573,1036,2024-01-23,Completed,16,1,23000.0,933.47,22066.53,Midwest,7
574,700,2024-03-29,Completed,5,1,42000.0,1610.86,40389.14,Southeast,6
575,96,2024-01-15,Completed,12,1,84500.0,6246.03,78253.97,Southeast,2
576,365,2024-03-02,Completed,15,1,54500.0,1577.38,52922.62,Southwest,6
577,1084,2024-01-28,Completed,17,1,38500.0,2565.94,35934.06,West,5
578,361,2024-03-07,Completed,18,1,82000.0,2181.8,79818.2,Southwest,6
579,1579,2024-01-31,Completed,17,1,38500.0,1486.5,37013.5,West,5
580,1354,2024-01-17,Completed,7,1,36500.0,988.62,35511.38,West,5
581,410,2024-03-05,Completed,13,1,56000.0,1529.61,54470.39,Northeast,1
582,1291,2024-03-26,Completed,14,1,48500.0,3898.55,44601.45,Southeast,6
583,313,2024-01-28,Completed,6,2,62000.0,4971.08,57028.92,Northeast,1
584,1160,2024-03-26,Completed,5,1,42000.0,2857.73,39142.27,Northeast,1
585,1479,2024-02-19,Completed,9,1,44000.0,3208.67,40791.33,West,5
586,995,2024-01-01,Completed,14,1,48500.0,1879.23,46620.77,Southwest,6
587,118,2024-01-23,Completed,9,1,44000.0,1857.21,42142.79,Southwest,6
588,1352,2024-03-13,Cancelled,2,1,37500.0,1132.08,36367.92,West,8
589,557,2024-02-13,Completed,1,1,28500.0,1686.47,26813.53,Northeast,1
590,2,2024-01-08,Completed,5,1,42000.0,1095.76,40904.24,Northeast,1
591,414,2024-01-20,Completed,19,1,49500.0,1961.14,47538.86,Northeast,1
592,991,2024-02-24,Completed,8,1,21500.0,640.57,20859.43,Southeast,2
593,1087,2024-03-30,Completed,10,1,78500.0,4200.48,74299.52,Southwest,6
594,783,2024-01-12,Cancelled,7,1,36500.0,1325.04,35174.96,West,8
595,721,2024-01-16,Completed,17,1,38500.0,2751.82,35748.18,Southwest,6
596,288,2024-01-01,Completed,14,1,48500.0,4029.87,44470.13,Southeast,6
597,413,2024-01-12,Completed,6,1,31000.0,1421.46,29578.54,Midwest,3
598,1024,2024-01-26,Completed,7,1,36500.0,1320.87,35179.13,Southwest,4
599,955,2024-03-29,Completed,15,1,54500.0,1948.64,52551.36,West,5
600,1075,2024-02-10,Completed,13,1,56000.0,3280.23,52719.77,Southwest,6
601,599,2024-02-03,Completed,16,1,23000.0,999.2,22000.8,West,5
602,530,2024-03-31,Completed,6,1,31000.0,1613.66,29386.34,West,8
603,263,2024-02-12,Completed,12,1,84500.0,4531.03,79968.97,Southwest,6
604,1560,2024-01-15,Completed,1,1,28500.0,1271.37,27228.63,Southwest,6
605,258,2024-01-17,Completed,1,1,28500.0,729.87,27770.13,West,8
606,50,2024-03-13,Completed,12,1,84500.0,2653.14,81846.86,Northeast,1
607,966,2024-02-13,Completed,20,1,62000.0,3616.0,58384.0,Midwest,3
608,813,2024-02-03,Completed,3,1,34000.0,997.86,33002.14,Northeast,1
609,400,2024-01-05,Completed,10,1,78500.0,4117.42,74382.58,Southeast,6
610,67,2024-03-10,Returned,18,1,82000.0,5944.03,76055.97,Northeast,1
611,998,2024-03-23,Completed,9,1,44000.0,1855.16,42144.84,West,5
612,575,2024-01-07,Completed,7,1,36500.0,1653.47,34846.53,Midwest,7
613,34,2024-01-02,Completed,11,1,69000.0,2171.32,66828.68,Southwest,4
614,935,2024-03-26,Completed,17,1,38500.0,1973.22,36526.78,West,8
615,1505,2024-01-27,Completed,12,1,84500.0,6014.28,78485.72,West,5
616,1191,2024-02-07,Completed,16,1,23000.0,1675.09,21324.91,Midwest,3
617,1480,2024-01-08,Completed,17,1,38500.0,2488.38,36011.62,West,5
618,103,2024-01-24,Completed,13,1,56000.0,2608.8,53391.2,Northeast,1
619,703,2024-03-17,Completed,13,1,56000.0,2724.52,53275.48,Southeast,6
620,1482,2024-01-24,Completed,11,1,69000.0,5724.28,63275.72,West,8
621,993,2024-02-28,Completed,5,1,42000.0,1140.86,40859.14,Southwest,4
622,1566,2024-03-17,Completed,3,1,34000.0,1058.13,32941.87,Midwest,7
623,939,2024-02-07,Completed,6,1,31000.0,1371.14,29628.86,Midwest,7
624,1095,2024-01-26,Completed,19,2,99000.0,2585.02,96414.98,West,8
625,774,2024-02-17,Completed,14,1,48500.0,1420.19,47079.81,Midwest,7
626,1225,2024-01-21,Completed,11,1,69000.0,3439.44,65560.56,Northeast,1
627,181,2024-02-23,Completed,2,1,37500.0,2758.92,34741.08,West,8
628,769,2024-01-28,Completed,12,1,84500.0,3291.74,81208.26,West,5
629,531,2024-01-10,Completed,13,1,56000.0,1490.95,54509.05,Midwest,7
630,460,2024-01-06,Completed,6,1,31000.0,894.47,30105.53,Southeast,2
631,231,2024-03-06,Completed,15,1,54500.0,3122.83,51377.17,Southwest,6
632,537,2024-01-15,Completed,18,1,82000.0,4693.19,77306.81,Northeast,1
633,1067,2024-02-01,Completed,5,1,42000.0,2906.61,39093.39,Midwest,7
634,370,2024-01-28,Completed,2,1,37500.0,1254.55,36245.45,West,5
635,1253,2024-01-06,Completed,9,1,44000.0,2504.21,41495.79,Southeast,2
636,1217,2024-02-27,Completed,20,1,62000.0,2582.99,59417.01,Northeast,1
637,1511,2024-02-24,Completed,14,1,48500.0,1701.65,46798.35,Southwest,4
638,910,2024-01-13,Completed,6,1,31000.0,1277.48,29722.52,Southeast,2
639,1157,2024-01-22,Completed,15,1,54500.0,1566.7,52933.3,Southwest,6
640,1028,2024-01-27,Cancelled,8,1,21500.0,1556.09,19943.91,West,5
641,1293,2024-02-13,Completed,20,1,62000.0,4946.55,57053.45,Midwest,7
642,153,2024-01-01,Completed,17,1,38500.0,2789.95,35710.05,Northeast,1
643,1451,2024-03-08,Completed,1,2,57000.0,2813.72,54186.28,Southeast,6
644,1301,2024-01-01,Completed,10,2,157000.0,4871.24,152128.76,Midwest,7
645,1423,2024-02-28,Completed,2,1,37500.0,3119.86,34380.14,West,5
646,755,2024-03-30,Completed,14,1,48500.0,3604.45,44895.55,West,5
647,1039,2024-01-27,Cancelled,19,1,49500.0,2917.05,46582.95,Southeast,6
648,1565,2024-03-21,Completed,15,1,54500.0,3776.33,50723.67,Northeast,1
649,624,2024-02-24,Completed,2,1,37500.0,1922.71,35577.29,West,8
650,1405,2024-02-02,Completed,20,1,62000.0,4714.26,57285.74,Northeast,1
651,939,2024-02-01,Completed,9,1,44000.0,2762.97,41237.03,Midwest,3
652,808,2024-03-18,Completed,1,1,28500.0,1271.1,27228.9,Southeast,2
653,38,2024-03-18,Completed,18,1,82000.0,2931.38,79068.62,West,8
654,1364,2024-03-14,Completed,17,1,38500.0,1724.52,36775.48,West,5
655,27,2024-01-31,Completed,1,1,28500.0,1076.48,27423.52,Midwest,7
656,199,2024-02-15,Completed,10,1,78500.0,5576.27,72923.73,Midwest,7
657,983,2024-03-24,Completed,17,1,38500.0,2818.92,35681.08,Midwest,3
658,517,2024-02-07,Completed,3,1,34000.0,2064.42,31935.58,Midwest,7
659,80,2024-01-22,Completed,13,1,56000.0,1876.32,54123.68,Southeast,2
660,153,2024-01-23,Completed,11,1,69000.0,2701.68,66298.32,Northeast,1
661,763,2024-03-28,Completed,12,1,84500.0,5158.47,79341.53,Midwest,3
662,447,2024-02-12,Completed,4,1,46500.0,1626.27,44873.73,Northeast,1
663,27,2024-03-01,Completed,20,1,62000.0,3390.11,58609.89,Midwest,7
664,626,2024-01-24,Completed,6,1,31000.0,2042.16,28957.84,Southeast,6
665,1084,2024-02-13,Completed,18,1,82000.0,2282.04,79717.96,West,5
666,610,2024-02-15,Completed,8,1,21500.0,1219.81,20280.19,Midwest,7
667,423,2024-03-18,Completed,10,1,78500.0,2105.14,76394.86,West,5
668,1231,2024-03-23,Completed,20,1,62000.0,3138.9,58861.1,Southwest,6
669,20,2024-03-10,Completed,6,1,31000.0,1807.02,29192.98,West,5
670,989,2024-02-11,Completed,17,1,38500.0,1078.01,37421.99,Southeast,2
671,907,2024-01-12,Completed,15,1,54500.0,4415.1,50084.9,Midwest,7
672,881,2024-03-14,Completed,9,1,44000.0,3665.21,40334.79,Northeast,1
673,336,2024-03-28,Completed,2,1,37500.0,2275.01,35224.99,Southwest,6
674,898,2024-02-28,Completed,4,1,46500.0,3703.74,42796.26,Southwest,6
675,106,2024-01-15,Completed,3,1,34000.0,995.77,33004.23,West,8
676,673,2024-01-11,Completed,19,1,49500.0,2808.99,46691.01,Southeast,6
677,1072,2024-03-07,Completed,3,1,34000.0,1221.74,32778.26,Midwest,3
678,1007,2024-02-01,Completed,18,1,82000.0,2442.55,79557.45,Northeast,1
679,1475,2024-03-25,Completed,6,1,31000.0,2325.11,28674.89,Southeast,2
680,1103,2024-02-17,Completed,15,1,54500.0,4505.57,49994.43,Northeast,1
681,1198,2024-01-16,Cancelled,3,1,34000.0,871.29,33128.71,Southeast,2
682,499,2024-02-10,Completed,15,1,54500.0,1500.7,52999.3,West,8
